"date_sample","sample_source","sample_id","analyte","value_qualifier","analyte_value","value_units","source_description"
"2023-08-21","304 SYS","W1594547","Fluoride","","0.665","MG/L","14462 Garden Trail"
"2023-08-22","229 SYS","W1595143","Fluoride","","0.669","MG/L","Carmel Park Dr/Del Mar Glen @ Public School"
"2023-08-22","OT COMB FILTER","W1595308","pH","","7.51","PH","OT FP Filter Combined Filter Effluent"
"2023-08-22","OT COMB FILTER","W1595308","Total THMs","","15.8","UG/L","OT FP Filter Combined Filter Effluent"
"2023-08-22","OT FILTER 1-8","W1595306","pH","","7.66","PH","OT FP Filters 1-8"
"2023-08-22","OT FILTER 1-8","W1595306","Total THMs","","13.2","UG/L","OT FP Filters 1-8"
"2023-08-22","OT FILTER 9-16","W1595307","pH","","7.5","PH","OT FP Filters  9-16"
"2023-08-22","OT FILTER 9-16","W1595307","Total THMs","","15.5","UG/L","OT FP Filters  9-16"
"2023-08-22","OT SETTLED","W1595305","pH","","7.45","PH","OT FP Settled"
"2023-08-22","OT SETTLED","W1595305","Total THMs","","19.6","UG/L","OT FP Settled"
"2023-08-23","119 SYS","W1595380","pH","","8.4","PH","Lower Otay Recreation"
"2023-08-23","206 SYS","W1595356","Fluoride","","0.756","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2023-08-24","277A SYS","W1595384","Fluoride","","0.671","MG/L"," 12241 Camino Del Sur"
"2023-08-25","205 SYS","W1595490","Fluoride","","0.577","MG/L","close to 1856 Manzana Way; Sample Stanchion"
"2023-08-26","155 SYS","W1589632","Fluoride","","0.728","MG/L","Adams & Marlborough"
"2023-08-27","50A SYS","W1589621","Fluoride","","0.705","MG/L","2693 Melbourne Dr."
"2023-08-28","249A SYS","W1595984","Fluoride","","0.697","MG/L","6429 Glidden St.; Sample Stanchion"
"2023-08-29","131 SYS","W1596153","Fluoride","","0.64","MG/L","E Park Ave/San Ysidro Blvd;Sample Stanchion"
"2023-08-29","OT COMB FILTER","W1596291","pH","","7.61","PH","OT FP Filter Combined Filter Effluent"
"2023-08-29","OT COMB FILTER","W1596291","Total THMs","","24.6","UG/L","OT FP Filter Combined Filter Effluent"
"2023-08-29","OT FILTER 1-8","W1596289","pH","","7.78","PH","OT FP Filters 1-8"
"2023-08-29","OT FILTER 1-8","W1596289","Total THMs","","23.8","UG/L","OT FP Filters 1-8"
"2023-08-29","OT FILTER 9-16","W1596290","pH","","7.77","PH","OT FP Filters  9-16"
"2023-08-29","OT FILTER 9-16","W1596290","Total THMs","","25.9","UG/L","OT FP Filters  9-16"
"2023-08-29","OT SETTLED","W1596288","pH","","7.65","PH","OT FP Settled"
"2023-08-29","OT SETTLED","W1596288","Total THMs","","30.7","UG/L","OT FP Settled"
"2023-08-30","119 SYS","W1596672","pH","","8.23","PH","Lower Otay Recreation"
"2023-08-30","49A SYS","W1596626","Fluoride","","0.669","MG/L","John J. Hopkins Dr. & General Atomic"
"2023-08-31","184 SYS","W1596676","Fluoride","","0.658","MG/L","12170 Springhurst Dr."
"2023-09-01","78A SYS","W1596756","Fluoride","","0.591","MG/L","6200 Calle Mariselda"
"2023-09-02","281 SYS","W1596837","Fluoride","","0.637","MG/L","6831 Monte Verde Dr"
"2023-09-03","150 SYS","W1596842","Fluoride","","0.633","MG/L","Acorn St & 62nd St @ Fire Station"
"2023-09-04","259 SYS","W1596848","Fluoride","","0.65","MG/L","3945 Alameda Dr; Sample Box"
"2023-09-05","138A SYS","W1598324","Fluoride","","0.525","MG/L","4202 N. Harbor Drive; Sample Stanchion"
"2023-09-05","284 SYS","W1598323","Chlorate","","144.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-09-05","284 SYS","W1598323","Chlorite","","243.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-09-05","OT COMB FILTER","W1598474","pH","","7.76","PH","OT FP Filter Combined Filter Effluent"
"2023-09-05","OT COMB FILTER","W1598474","Total THMs","","26.1","UG/L","OT FP Filter Combined Filter Effluent"
"2023-09-05","OT FILTER 1-8","W1598472","pH","","7.78","PH","OT FP Filters 1-8"
"2023-09-05","OT FILTER 1-8","W1598472","Total THMs","","21.7","UG/L","OT FP Filters 1-8"
"2023-09-05","OT FILTER 9-16","W1598473","pH","","7.8","PH","OT FP Filters  9-16"
"2023-09-05","OT FILTER 9-16","W1598473","Total THMs","","22.5","UG/L","OT FP Filters  9-16"
"2023-09-05","OT SETTLED","W1598471","pH","","7.81","PH","OT FP Settled"
"2023-09-05","OT SETTLED","W1598471","Total THMs","","24.1","UG/L","OT FP Settled"
"2023-09-06","119 SYS","W1599012","pH","","8.22","PH","Lower Otay Recreation"
"2023-09-06","218 SYS","W1598920","Fluoride","","0.647","MG/L","2110 Via Casa Alta @ Fire Station"
"2023-09-07","284 SYS","W1599116","Fluoride","","0.679","MG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-09-08","173 SYS","W1599195","Fluoride","","0.724","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
"2023-09-09","55A SYS","W1596856","Fluoride","","0.588","MG/L","5183 Arvinels Ave."
"2023-09-10","174 SYS","W1596861","Fluoride","","0.618","MG/L","3250 Camino Del Rio North; Sample Stanchion"
"2023-09-11","313 SYS","W1599222","Fluoride","","0.712","MG/L","11602 Calle Paracho"
"2023-09-12","67 SYS","W1600049","Fluoride","","0.74","MG/L","Pomerado Rd & Grandee Pl"
"2023-09-12","OT COMB FILTER","W1600307","pH","","7.9","PH","OT FP Filter Combined Filter Effluent"
"2023-09-12","OT COMB FILTER","W1600307","Total THMs","","37.8","UG/L","OT FP Filter Combined Filter Effluent"
"2023-09-12","OT FILTER 1-8","W1600305","pH","","8.08","PH","OT FP Filters 1-8"
"2023-09-12","OT FILTER 1-8","W1600305","Total THMs","","36.1","UG/L","OT FP Filters 1-8"
"2023-09-12","OT FILTER 9-16","W1600306","pH","","7.96","PH","OT FP Filters  9-16"
"2023-09-12","OT FILTER 9-16","W1600306","Total THMs","","37.0","UG/L","OT FP Filters  9-16"
"2023-09-12","OT SETTLED","W1600304","pH","","7.96","PH","OT FP Settled"
"2023-09-12","OT SETTLED","W1600304","Total THMs","","43.5","UG/L","OT FP Settled"
"2023-09-13","119 SYS","W1600608","pH","","8.26","PH","Lower Otay Recreation"
"2023-09-13","215 SYS","W1600562","Fluoride","","0.712","MG/L","Across from 5105 Soledad Rd."
"2023-09-14","251 SYS","W1600627","Fluoride","","0.682","MG/L","5840 Ravenswood Rd."
"2023-09-15","171 SYS","W1600719","Fluoride","","0.617","MG/L","6541 Broadway"
"2023-09-16","208A SYS","W1596871","Fluoride","","0.659","MG/L","Across from 6236 Wenrich"
"2023-09-17","50A SYS","W1596876","Fluoride","","0.741","MG/L","2693 Melbourne Dr."
"2023-09-18","304 SYS","W1601312","Fluoride","","0.642","MG/L","14462 Garden Trail"
"2023-09-19","229 SYS","W1601681","Fluoride","","0.709","MG/L","Carmel Park Dr/Del Mar Glen @ Public School"
"2023-09-19","OT COMB FILTER","W1601802","pH","","7.6","PH","OT FP Filter Combined Filter Effluent"
"2023-09-19","OT COMB FILTER","W1601802","Total THMs","","31.7","UG/L","OT FP Filter Combined Filter Effluent"
"2023-09-19","OT FILTER 1-8","W1601800","pH","","7.75","PH","OT FP Filters 1-8"
"2023-09-19","OT FILTER 1-8","W1601800","Total THMs","","29.6","UG/L","OT FP Filters 1-8"
"2023-09-19","OT FILTER 9-16","W1601801","pH","","7.69","PH","OT FP Filters  9-16"
"2023-09-19","OT FILTER 9-16","W1601801","Total THMs","","31.6","UG/L","OT FP Filters  9-16"
"2023-09-19","OT SETTLED","W1601799","pH","","7.63","PH","OT FP Settled"
"2023-09-19","OT SETTLED","W1601799","Total THMs","","38.0","UG/L","OT FP Settled"
"2023-09-20","119 SYS","W1601889","pH","","8.19","PH","Lower Otay Recreation"
"2023-09-20","206 SYS","W1601865","Fluoride","","0.639","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2023-09-21","204A SYS","W1601943","Chlorate","","147.0","UG/L","2787 Alta View Drive"
"2023-09-21","277A SYS","W1601893","Fluoride","","0.62","MG/L"," 12241 Camino Del Sur"
"2023-09-21","300 SYS","W1601926","Chlorate","","140.0","UG/L","5368 Topsail Drive"
"2023-09-22","205 SYS","W1602001","Fluoride","","0.572","MG/L","close to 1856 Manzana Way; Sample Stanchion"
"2023-09-23","155 SYS","W1596886","Fluoride","","0.639","MG/L","Adams & Marlborough"
"2023-09-24","242 SYS","W1596891","Fluoride","","0.659","MG/L","7260 Barker Way"
"2023-09-25","249A SYS","W1602695","Fluoride","","0.722","MG/L","6429 Glidden St.; Sample Stanchion"
"2023-09-26","131 SYS","W1603206","Fluoride","","0.66","MG/L","E Park Ave/San Ysidro Blvd;Sample Stanchion"
"2023-09-26","284 SYS","W1602223","Chlorate","","172.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-09-26","284 SYS","W1602223","Chlorite","","241.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-09-26","OT COMB FILTER","W1603285","pH","","7.51","PH","OT FP Filter Combined Filter Effluent"
"2023-09-26","OT COMB FILTER","W1603285","Total THMs","","21.5","UG/L","OT FP Filter Combined Filter Effluent"
"2023-09-26","OT FILTER 1-8","W1603283","pH","","7.8","PH","OT FP Filters 1-8"
"2023-09-26","OT FILTER 1-8","W1603283","Total THMs","","20.5","UG/L","OT FP Filters 1-8"
"2023-09-26","OT FILTER 9-16","W1603284","pH","","7.8","PH","OT FP Filters  9-16"
"2023-09-26","OT FILTER 9-16","W1603284","Total THMs","","21.5","UG/L","OT FP Filters  9-16"
"2023-09-26","OT SETTLED","W1603282","pH","","7.51","PH","OT FP Settled"
"2023-09-26","OT SETTLED","W1603282","Total THMs","","23.8","UG/L","OT FP Settled"
"2023-09-27","119 SYS","W1603357","pH","","8.22","PH","Lower Otay Recreation"
"2023-09-27","49A SYS","W1603321","Fluoride","","0.614","MG/L","John J. Hopkins Dr. & General Atomic"
"2023-09-28","184 SYS","W1603371","Fluoride","","0.633","MG/L","12170 Springhurst Dr."
"2023-09-29","78A SYS","W1603451","Fluoride","","0.67","MG/L","6200 Calle Mariselda"
"2023-09-30","281 SYS","W1596901","Fluoride","","0.664","MG/L","6831 Monte Verde Dr"
"2023-10-01","150 SYS","W1603495","Fluoride","","0.698","MG/L","Acorn St & 62nd St @ Fire Station"
"2023-10-02","259 SYS","W1603740","Fluoride","","0.688","MG/L","3945 Alameda Dr; Sample Box"
"2023-10-03","138A SYS","W1604155","Fluoride","","0.69","MG/L","4202 N. Harbor Drive; Sample Stanchion"
"2023-10-03","284 SYS","W1604154","Chlorate","","172.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-10-03","284 SYS","W1604154","Chlorite","","263.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-10-03","OT COMB FILTER","W1604228","pH","","7.47","PH","OT FP Filter Combined Filter Effluent"
"2023-10-03","OT COMB FILTER","W1604228","Total THMs","","23.4","UG/L","OT FP Filter Combined Filter Effluent"
"2023-10-03","OT FILTER 1-8","W1604226","pH","","7.82","PH","OT FP Filters 1-8"
"2023-10-03","OT FILTER 1-8","W1604226","Total THMs","","24.9","UG/L","OT FP Filters 1-8"
"2023-10-03","OT FILTER 9-16","W1604227","pH","","7.75","PH","OT FP Filters  9-16"
"2023-10-03","OT FILTER 9-16","W1604227","Total THMs","","19.6","UG/L","OT FP Filters  9-16"
"2023-10-03","OT SETTLED","W1604225","pH","","7.5","PH","OT FP Settled"
"2023-10-03","OT SETTLED","W1604225","Total THMs","","28.8","UG/L","OT FP Settled"
"2023-10-04","119 SYS","W1604319","pH","","8.22","PH","Lower Otay Recreation"
"2023-10-04","218 SYS","W1604283","Fluoride","","0.648","MG/L","2110 Via Casa Alta @ Fire Station"
"2023-10-05","284 SYS","W1604384","Fluoride","","0.67","MG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-10-05","300 SYS","W1604406","Chlorate","","178.0","UG/L","5368 Topsail Drive"
"2023-10-05","300 SYS","W1604406","Chlorite","","227.5","UG/L","5368 Topsail Drive"
"2023-10-06","173 SYS","W1604456","Fluoride","","0.667","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
"2023-10-07","55A SYS","W1603505","Fluoride","","0.602","MG/L","5183 Arvinels Ave."
"2023-10-08","174 SYS","W1603510","Fluoride","","0.605","MG/L","3250 Camino Del Rio North; Sample Stanchion"
"2023-10-09","313 SYS","W1605840","Fluoride","","0.626","MG/L","11602 Calle Paracho"
"2023-10-10","67 SYS","W1605976","Fluoride","","0.674","MG/L","Pomerado Rd & Grandee Pl"
"2023-10-10","OT COMB FILTER","W1606444","pH","","7.71","PH","OT FP Filter Combined Filter Effluent"
"2023-10-10","OT COMB FILTER","W1606444","Total THMs","","14.4","UG/L","OT FP Filter Combined Filter Effluent"
"2023-10-10","OT FILTER 1-8","W1606442","pH","","7.71","PH","OT FP Filters 1-8"
"2023-10-10","OT FILTER 1-8","W1606442","Total THMs","","13.5","UG/L","OT FP Filters 1-8"
"2023-10-10","OT FILTER 9-16","W1606443","pH","","8.17","PH","OT FP Filters  9-16"
"2023-10-10","OT FILTER 9-16","W1606443","Total THMs","","14.3","UG/L","OT FP Filters  9-16"
"2023-10-10","OT SETTLED","W1606441","pH","","7.84","PH","OT FP Settled"
"2023-10-10","OT SETTLED","W1606441","Total THMs","","16.6","UG/L","OT FP Settled"
"2023-10-11","119 SYS","W1607430","pH","","8.555","PH","Lower Otay Recreation"
"2023-10-11","215 SYS","W1607384","Fluoride","","0.691","MG/L","Across from 5105 Soledad Rd."
"2023-10-12","251 SYS","W1607450","Fluoride","","0.651","MG/L","5840 Ravenswood Rd."
"2023-10-13","171 SYS","W1607542","Fluoride","","0.693","MG/L","6541 Broadway"
"2023-10-14","208A SYS","W1603520","Fluoride","","0.695","MG/L","Across from 6236 Wenrich"
"2023-10-15","50A SYS","W1603525","Fluoride","","0.71","MG/L","2693 Melbourne Dr."
"2023-10-16","304 SYS","W1608358","Fluoride","","0.637","MG/L","14462 Garden Trail"
"2023-10-17","229 SYS","W1608520","Fluoride","","0.598","MG/L","Carmel Park Dr/Del Mar Glen @ Public School"
"2023-10-17","284 SYS","W1608631","Chlorate","","265.5","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-10-17","284 SYS","W1608631","Chlorite","","445.5","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-10-17","OT COMB FILTER","W1608681","pH","","7.62","PH","OT FP Filter Combined Filter Effluent"
"2023-10-17","OT COMB FILTER","W1608681","Total THMs","","8.99","UG/L","OT FP Filter Combined Filter Effluent"
"2023-10-17","OT FILTER 1-8","W1608679","pH","","7.72","PH","OT FP Filters 1-8"
"2023-10-17","OT FILTER 1-8","W1608679","Total THMs","","8.92","UG/L","OT FP Filters 1-8"
"2023-10-17","OT FILTER 9-16","W1608680","pH","","7.61","PH","OT FP Filters  9-16"
"2023-10-17","OT FILTER 9-16","W1608680","Total THMs","","9.16","UG/L","OT FP Filters  9-16"
"2023-10-17","OT SETTLED","W1608678","pH","","7.46","PH","OT FP Settled"
"2023-10-17","OT SETTLED","W1608678","Total THMs","","10.0","UG/L","OT FP Settled"
"2023-10-18","119 SYS","W1609117","pH","","8.25","PH","Lower Otay Recreation"
"2023-10-18","206 SYS","W1609121","Fluoride","","0.686","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2023-10-19","204A SYS","W1609400","Chlorate","","267.0","UG/L","2787 Alta View Drive"
"2023-10-19","204A SYS","W1609400","Chlorite","","469.0","UG/L","2787 Alta View Drive"
"2023-10-19","277A SYS","W1609350","Fluoride","","0.615","MG/L"," 12241 Camino Del Sur"
"2023-10-19","300 SYS","W1609383","Chlorate","","283.0","UG/L","5368 Topsail Drive"
"2023-10-19","300 SYS","W1609383","Chlorite","","417.0","UG/L","5368 Topsail Drive"
"2023-10-20","205 SYS","W1609459","Fluoride","","0.654","MG/L","close to 1856 Manzana Way; Sample Stanchion"
"2023-10-21","155 SYS","W1603535","Fluoride","","0.608","MG/L","Adams & Marlborough"
"2023-10-22","242 SYS","W1603540","Fluoride","","0.65","MG/L","7260 Barker Way"
"2023-10-23","249A SYS","W1610006","Fluoride","","0.672","MG/L","6429 Glidden St.; Sample Stanchion"
"2023-10-24","131 SYS","W1610164","Fluoride","","0.738","MG/L","E Park Ave/San Ysidro Blvd;Sample Stanchion"
"2023-10-24","OT COMB FILTER","W1610259","pH","","7.67","PH","OT FP Filter Combined Filter Effluent"
"2023-10-24","OT COMB FILTER","W1610259","Total THMs","","9.57","UG/L","OT FP Filter Combined Filter Effluent"
"2023-10-24","OT FILTER 1-8","W1610257","pH","","7.68","PH","OT FP Filters 1-8"
"2023-10-24","OT FILTER 1-8","W1610257","Total THMs","","9.66","UG/L","OT FP Filters 1-8"
"2023-10-24","OT FILTER 9-16","W1610258","pH","","7.62","PH","OT FP Filters  9-16"
"2023-10-24","OT FILTER 9-16","W1610258","Total THMs","","9.36","UG/L","OT FP Filters  9-16"
"2023-10-24","OT SETTLED","W1610256","pH","","7.73","PH","OT FP Settled"
"2023-10-24","OT SETTLED","W1610256","Total THMs","","11.6","UG/L","OT FP Settled"
"2023-10-25","119 SYS","W1610325","pH","","8.13","PH","Lower Otay Recreation"
"2023-10-25","49A SYS","W1610279","Fluoride","","0.651","MG/L","John J. Hopkins Dr. & General Atomic"
"2023-10-26","184 SYS","W1610329","Fluoride","","0.631","MG/L","12170 Springhurst Dr."
"2023-10-27","78A SYS","W1610409","Fluoride","","0.684","MG/L","6200 Calle Mariselda"
"2023-10-28","281 SYS","W1603550","Fluoride","","0.743","MG/L","6831 Monte Verde Dr"
"2023-10-29","150 SYS","W1603555","Fluoride","","0.716","MG/L","Acorn St & 62nd St @ Fire Station"
"2023-10-30","259 SYS","W1611563","Fluoride","","0.761","MG/L","3945 Alameda Dr; Sample Box"
"2023-10-31","138A SYS","W1611694","Fluoride","","0.736","MG/L","4202 N. Harbor Drive; Sample Stanchion"
"2023-11-01","119 SYS","W1612280","pH","","8.23","PH","Lower Otay Recreation"
"2023-11-01","218 SYS","W1612222","Fluoride","","0.689","MG/L","2110 Via Casa Alta @ Fire Station"
"2023-11-01","OT COMB FILTER","W1611780","pH","","7.56","PH","OT FP Filter Combined Filter Effluent"
"2023-11-01","OT COMB FILTER","W1611780","Total THMs","","4.99","UG/L","OT FP Filter Combined Filter Effluent"
"2023-11-01","OT FILTER 1-8","W1611778","pH","","7.85","PH","OT FP Filters 1-8"
"2023-11-01","OT FILTER 1-8","W1611778","Total THMs","","4.57","UG/L","OT FP Filters 1-8"
"2023-11-01","OT FILTER 9-16","W1611779","pH","","7.86","PH","OT FP Filters  9-16"
"2023-11-01","OT FILTER 9-16","W1611779","Total THMs","","4.77","UG/L","OT FP Filters  9-16"
"2023-11-01","OT SETTLED","W1611777","pH","","7.62","PH","OT FP Settled"
"2023-11-01","OT SETTLED","W1611777","Total THMs","","3.0","UG/L","OT FP Settled"
"2023-11-02","284 SYS","W1612319","Fluoride","","0.754","MG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-11-02","300 SYS","W1612318","Chlorate","","275.5","UG/L","5368 Topsail Drive"
"2023-11-02","300 SYS","W1612318","Chlorite","","372.0","UG/L","5368 Topsail Drive"
"2023-11-03","173 SYS","W1612398","Fluoride","","0.712","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
"2023-11-04","55A SYS","W1610999","Fluoride","","0.63","MG/L","5183 Arvinels Ave."
"2023-11-05","174 SYS","W1611009","Fluoride","","0.768","MG/L","3250 Camino Del Rio North; Sample Stanchion"
"2023-11-06","313 SYS","W1612460","Fluoride","","0.566","MG/L","11602 Calle Paracho"
"2023-11-07","67 SYS","W1614688","Fluoride","","0.602","MG/L","Pomerado Rd & Grandee Pl"
"2023-11-07","OT COMB FILTER","W1614823","pH","","7.68","PH","OT FP Filter Combined Filter Effluent"
"2023-11-07","OT COMB FILTER","W1614823","Total THMs","ND","","UG/L","OT FP Filter Combined Filter Effluent"
"2023-11-07","OT FILTER 1-8","W1614821","pH","","7.86","PH","OT FP Filters 1-8"
"2023-11-07","OT FILTER 1-8","W1614821","Total THMs","ND","","UG/L","OT FP Filters 1-8"
"2023-11-07","OT FILTER 9-16","W1614822","pH","","7.76","PH","OT FP Filters  9-16"
"2023-11-07","OT FILTER 9-16","W1614822","Total THMs","ND","","UG/L","OT FP Filters  9-16"
"2023-11-07","OT SETTLED","W1614820","pH","","7.76","PH","OT FP Settled"
"2023-11-07","OT SETTLED","W1614820","Total THMs","ND","","UG/L","OT FP Settled"
"2023-11-08","119 SYS","W1614890","pH","","8.14","PH","Lower Otay Recreation"
"2023-11-08","215 SYS","W1614844","Fluoride","","0.59","MG/L","Across from 5105 Soledad Rd."
"2023-11-08","284 SYS","W1614736","Chlorate","","230.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-11-08","284 SYS","W1614736","Chlorite","","307.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-11-09","251 SYS","W1614924","Fluoride","","0.631","MG/L","5840 Ravenswood Rd."
"2023-11-10","171 SYS","W1611193","Fluoride","","0.689","MG/L","6541 Broadway"
"2023-11-11","208A SYS","W1611019","Fluoride","","0.679","MG/L","Across from 6236 Wenrich"
"2023-11-12","50A SYS","W1611194","Fluoride","","0.616","MG/L","2693 Melbourne Dr."
"2023-11-13","304 SYS","W1615670","Fluoride","","0.591","MG/L","14462 Garden Trail"
"2023-11-14","229 SYS","W1615802","Fluoride","","0.596","MG/L","Carmel Park Dr/Del Mar Glen @ Public School"
"2023-11-14","OT COMB FILTER","W1616001","pH","","7.81","PH","OT FP Filter Combined Filter Effluent"
"2023-11-14","OT COMB FILTER","W1616001","Total THMs","","3.82","UG/L","OT FP Filter Combined Filter Effluent"
"2023-11-14","OT FILTER 1-8","W1615999","pH","","8.47","PH","OT FP Filters 1-8"
"2023-11-14","OT FILTER 1-8","W1615999","Total THMs","","3.84","UG/L","OT FP Filters 1-8"
"2023-11-14","OT FILTER 9-16","W1616000","pH","","8.03","PH","OT FP Filters  9-16"
"2023-11-14","OT FILTER 9-16","W1616000","Total THMs","","3.83","UG/L","OT FP Filters  9-16"
"2023-11-14","OT SETTLED","W1615998","pH","","7.72","PH","OT FP Settled"
"2023-11-14","OT SETTLED","W1615998","Total THMs","","3.46","UG/L","OT FP Settled"
"2023-11-15","119 SYS","W1616092","pH","","8.4","PH","Lower Otay Recreation"
"2023-11-15","206 SYS","W1616078","Fluoride","","0.718","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2023-11-16","204A SYS","W1616291","Chlorate","","236.0","UG/L","2787 Alta View Drive"
"2023-11-16","204A SYS","W1616291","Chlorite","","457.0","UG/L","2787 Alta View Drive"
"2023-11-16","277A SYS","W1616241","Fluoride","","0.728","MG/L"," 12241 Camino Del Sur"
"2023-11-16","300 SYS","W1616274","Chlorate","","247.0","UG/L","5368 Topsail Drive"
"2023-11-16","300 SYS","W1616274","Chlorite","","425.0","UG/L","5368 Topsail Drive"
"2023-11-17","205 SYS","W1616349","Fluoride","","0.699","MG/L","close to 1856 Manzana Way; Sample Stanchion"
"2023-11-18","155 SYS","W1611204","Fluoride","","0.702","MG/L","Adams & Marlborough"
"2023-11-19","242 SYS","W1611209","Fluoride","","0.754","MG/L","7260 Barker Way"
"2023-11-20","184 SYS","W1611243","Fluoride","","0.657","MG/L","12170 Springhurst Dr."
"2023-11-21","131 SYS","W1617167","Fluoride","","0.696","MG/L","E Park Ave/San Ysidro Blvd;Sample Stanchion"
"2023-11-21","284 SYS","W1617166","Chlorate","","247.5","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-11-21","284 SYS","W1617166","Chlorite","","432.5","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-11-21","OT COMB FILTER","W1617246","pH","","7.79","PH","OT FP Filter Combined Filter Effluent"
"2023-11-21","OT COMB FILTER","W1617246","Total THMs","","5.96","UG/L","OT FP Filter Combined Filter Effluent"
"2023-11-21","OT FILTER 1-8","W1617244","pH","","8.31","PH","OT FP Filters 1-8"
"2023-11-21","OT FILTER 1-8","W1617244","Total THMs","","5.94","UG/L","OT FP Filters 1-8"
"2023-11-21","OT FILTER 9-16","W1617245","pH","","7.89","PH","OT FP Filters  9-16"
"2023-11-21","OT FILTER 9-16","W1617245","Total THMs","","6.09","UG/L","OT FP Filters  9-16"
"2023-11-21","OT SETTLED","W1617243","pH","","7.7","PH","OT FP Settled"
"2023-11-21","OT SETTLED","W1617243","Total THMs","","6.82","UG/L","OT FP Settled"
"2023-11-22","119 SYS","W1617349","pH","","8.2","PH","Lower Otay Recreation"
"2023-11-22","49A SYS","W1617299","Fluoride","","0.605","MG/L","John J. Hopkins Dr. & General Atomic"
"2023-11-23","249A SYS","W1616992","Fluoride","","0.646","MG/L","6429 Glidden St.; Sample Stanchion"
"2023-11-24","78A SYS","W1611218","Fluoride","","0.656","MG/L","6200 Calle Mariselda"
"2023-11-25","281 SYS","W1611229","Fluoride","","0.673","MG/L","6831 Monte Verde Dr"
"2023-11-26","150 SYS","W1611234","Fluoride","","0.69","MG/L","Acorn St & 62nd St @ Fire Station"
"2023-11-27","259 SYS","W1617913","Fluoride","","0.656","MG/L","3945 Alameda Dr; Sample Box"
"2023-11-28","138A SYS","W1618052","Fluoride","","0.645","MG/L","4202 N. Harbor Drive; Sample Stanchion"
"2023-11-28","OT COMB FILTER","W1618147","pH","","7.56","PH","OT FP Filter Combined Filter Effluent"
"2023-11-28","OT COMB FILTER","W1618147","Total THMs","","11.7","UG/L","OT FP Filter Combined Filter Effluent"
"2023-11-28","OT FILTER 1-8","W1618145","pH","","7.7","PH","OT FP Filters 1-8"
"2023-11-28","OT FILTER 1-8","W1618145","Total THMs","","11.7","UG/L","OT FP Filters 1-8"
"2023-11-28","OT FILTER 9-16","W1618146","pH","","7.71","PH","OT FP Filters  9-16"
"2023-11-28","OT FILTER 9-16","W1618146","Total THMs","","11.7","UG/L","OT FP Filters  9-16"
"2023-11-28","OT SETTLED","W1618144","pH","","7.46","PH","OT FP Settled"
"2023-11-28","OT SETTLED","W1618144","Total THMs","","13.5","UG/L","OT FP Settled"
"2023-11-29","119 SYS","W1618213","pH","","8.09","PH","Lower Otay Recreation"
"2023-11-29","218 SYS","W1618167","Fluoride","","0.69","MG/L","2110 Via Casa Alta @ Fire Station"
"2023-11-30","284 SYS","W1618250","Fluoride","","0.739","MG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-12-01","173 SYS","W1618324","Fluoride","","","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
"2023-12-02","55A SYS","W1618369","Fluoride","","","MG/L","5183 Arvinels Ave."
"2023-12-03","174 SYS","W1618374","Fluoride","","","MG/L","3250 Camino Del Rio North; Sample Stanchion"
"2023-12-04","313 SYS","W1620155","Fluoride","","","MG/L","11602 Calle Paracho"
"2023-12-05","284 SYS","W1620364","Chlorate","","228.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-12-05","284 SYS","W1620364","Chlorite","","376.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2023-12-05","67 SYS","W1620310","Fluoride","","","MG/L","Pomerado Rd & Grandee Pl"
"2023-12-05","OT COMB FILTER","W1620452","Total THMs","","9.95","UG/L","OT FP Filter Combined Filter Effluent"
"2023-12-05","OT FILTER 1-8","W1620450","Total THMs","","9.71","UG/L","OT FP Filters 1-8"
"2023-12-05","OT FILTER 9-16","W1620451","Total THMs","","9.69","UG/L","OT FP Filters  9-16"
