"date_sample","sample_source","sample_id","analyte","value_qualifier","analyte_value","value_units","source_description"
"2025-01-01","206 SYS","W1729476","Fluoride","","0.776","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2025-01-02","119 SYS","W1729381","pH","","7.985","PH","Lower Otay Recreation"
"2025-01-02","251 SYS","W1729312","Fluoride","","0.602","MG/L","5840 Ravenswood Rd."
"2025-01-02","300 SYS","W1729331","Chlorate","","156.0","UG/L","5368 Topsail Drive"
"2025-01-02","300 SYS","W1729331","Chlorite","","326.0","UG/L","5368 Topsail Drive"
"2025-01-03","171 SYS","W1729442","Fluoride","","0.803","MG/L","6541 Broadway"
"2025-01-04","208A SYS","W1729483","Fluoride","","0.763","MG/L","Across from 6236 Wenrich"
"2025-01-05","50A SYS","W1729488","Fluoride","","0.781","MG/L","2693 Melbourne Dr."
"2025-01-06","304 SYS","W1740066","Fluoride","","0.608","MG/L","14462 Garden Trail"
"2025-01-07","229 SYS","W1740247","Fluoride","","0.602","MG/L","Carmel Park Dr/Del Mar Glen @ Public School"
"2025-01-07","284 SYS","W1740301","Chlorate","","122.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-01-07","284 SYS","W1740301","Chlorite","","329.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-01-08","215 SYS","W1740455","Fluoride","","0.615","MG/L","Across from 5105 Soledad Rd."
"2025-01-08","OT COMB FILTER","W1740390","pH","","7.69","PH","OT FP Filter Combined Filter Effluent"
"2025-01-08","OT COMB FILTER","W1740390","Total THMs","","4.51","UG/L","OT FP Filter Combined Filter Effluent"
"2025-01-08","OT FILTER 1-8","W1740388","pH","","7.78","PH","OT FP Filters 1-8"
"2025-01-08","OT FILTER 1-8","W1740388","Total THMs","","4.55","UG/L","OT FP Filters 1-8"
"2025-01-08","OT FILTER 9-16","W1740389","pH","","7.69","PH","OT FP Filters  9-16"
"2025-01-08","OT FILTER 9-16","W1740389","Total THMs","","4.36","UG/L","OT FP Filters  9-16"
"2025-01-08","OT SETTLED","W1740387","pH","","7.84","PH","OT FP Settled"
"2025-01-08","OT SETTLED","W1740387","Total THMs","","5.02","UG/L","OT FP Settled"
"2025-01-09","119 SYS","W1740518","pH","","8.11","PH","Lower Otay Recreation"
"2025-01-09","277A SYS","W1740522","Fluoride","","0.624","MG/L"," 12241 Camino Del Sur"
"2025-01-10","205 SYS","W1740629","Fluoride","","0.597","MG/L","close to 1856 Manzana Way; Sample Stanchion"
"2025-01-11","155 SYS","W1729566","Fluoride","","0.679","MG/L","Adams & Marlborough"
"2025-01-12","242 SYS","W1729571","Fluoride","","0.717","MG/L","7260 Barker Way"
"2025-01-13","249A SYS","W1745277","Fluoride","","0.6","MG/L","6429 Glidden St.; Sample Stanchion"
"2025-01-14","131 SYS","W1745846","Fluoride","","0.551","MG/L","E Park Ave/San Ysidro Blvd;Sample Stanchion"
"2025-01-14","OT COMB FILTER","W1746012","pH","","7.53","PH","OT FP Filter Combined Filter Effluent"
"2025-01-14","OT COMB FILTER","W1746012","Total THMs","","6.29","UG/L","OT FP Filter Combined Filter Effluent"
"2025-01-14","OT FILTER 1-8","W1746010","pH","","7.61","PH","OT FP Filters 1-8"
"2025-01-14","OT FILTER 1-8","W1746010","Total THMs","","5.62","UG/L","OT FP Filters 1-8"
"2025-01-14","OT FILTER 9-16","W1746011","pH","","7.56","PH","OT FP Filters  9-16"
"2025-01-14","OT FILTER 9-16","W1746011","Total THMs","","5.83","UG/L","OT FP Filters  9-16"
"2025-01-14","OT SETTLED","W1746009","pH","","7.49","PH","OT FP Settled"
"2025-01-14","OT SETTLED","W1746009","Total THMs","","7.22","UG/L","OT FP Settled"
"2025-01-15","119 SYS","W1746392","pH","","8.24","PH","Lower Otay Recreation"
"2025-01-15","49A SYS","W1746074","Fluoride","","0.675","MG/L","John J. Hopkins Dr. & General Atomic"
"2025-01-16","184 SYS","W1746396","Fluoride","","0.667","MG/L","12170 Springhurst Dr."
"2025-01-16","204A SYS","W1746446","Chlorate","","133.0","UG/L","2787 Alta View Drive"
"2025-01-16","204A SYS","W1746446","Chlorite","","350.0","UG/L","2787 Alta View Drive"
"2025-01-16","300 SYS","W1746429","Chlorate","","133.0","UG/L","5368 Topsail Drive"
"2025-01-16","300 SYS","W1746429","Chlorite","","303.0","UG/L","5368 Topsail Drive"
"2025-01-17","78A SYS","W1729626","Fluoride","","0.926","MG/L","6200 Calle Mariselda"
"2025-01-18","281 SYS","W1729616","Fluoride","","0.817","MG/L","6831 Monte Verde Dr"
"2025-01-19","150 SYS","W1729621","Fluoride","","0.781","MG/L","Acorn St & 62nd St @ Fire Station"
"2025-01-20","259 SYS","W1746630","Fluoride","","0.854","MG/L","3945 Alameda Dr; Sample Box"
"2025-01-21","138A SYS","W1752505","Fluoride","","0.831","MG/L","4202 N. Harbor Drive; Sample Stanchion"
"2025-01-21","284 SYS","W1752504","Chlorate","","132.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-01-21","284 SYS","W1752504","Chlorite","","344.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-01-21","OT COMB FILTER","W1752649","pH","","7.81","PH","OT FP Filter Combined Filter Effluent"
"2025-01-21","OT COMB FILTER","W1752649","Total THMs","","5.95","UG/L","OT FP Filter Combined Filter Effluent"
"2025-01-21","OT FILTER 1-8","W1752647","pH","","7.7","PH","OT FP Filters 1-8"
"2025-01-21","OT FILTER 1-8","W1752647","Total THMs","","6.15","UG/L","OT FP Filters 1-8"
"2025-01-21","OT FILTER 9-16","W1752648","pH","","7.69","PH","OT FP Filters  9-16"
"2025-01-21","OT FILTER 9-16","W1752648","Total THMs","","6.24","UG/L","OT FP Filters  9-16"
"2025-01-21","OT SETTLED","W1752646","pH","","7.71","PH","OT FP Settled"
"2025-01-21","OT SETTLED","W1752646","Total THMs","","6.58","UG/L","OT FP Settled"
"2025-01-22","119 SYS","W1752799","pH","","8.215","PH","Lower Otay Recreation"
"2025-01-22","218 SYS","W1752696","Fluoride","","0.694","MG/L","2110 Via Casa Alta @ Fire Station"
"2025-01-23","284 SYS","W1752836","Fluoride","","0.71","MG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-01-24","173 SYS","W1752914","Fluoride","","0.693","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
"2025-01-25","55A SYS","W1729635","Fluoride","","0.654","MG/L","5183 Arvinels Ave."
"2025-01-26","174 SYS","W1729640","Fluoride","","0.772","MG/L","3250 Camino Del Rio North; Sample Stanchion"
"2025-01-27","313 SYS","W1756402","Fluoride","","0.656","MG/L","11602 Calle Paracho"
"2025-01-28","67 SYS","W1756535","Fluoride","","0.67","MG/L","Pomerado Rd & Grandee Pl"
"2025-01-28","OT COMB FILTER","W1756693","pH","","7.77","PH","OT FP Filter Combined Filter Effluent"
"2025-01-28","OT COMB FILTER","W1756693","Total THMs","","11.9","UG/L","OT FP Filter Combined Filter Effluent"
"2025-01-28","OT FILTER 1-8","W1756691","pH","","7.98","PH","OT FP Filters 1-8"
"2025-01-28","OT FILTER 1-8","W1756691","Total THMs","","11.7","UG/L","OT FP Filters 1-8"
"2025-01-28","OT FILTER 9-16","W1756692","pH","","7.93","PH","OT FP Filters  9-16"
"2025-01-28","OT FILTER 9-16","W1756692","Total THMs","","11.5","UG/L","OT FP Filters  9-16"
"2025-01-28","OT SETTLED","W1756690","pH","","7.55","PH","OT FP Settled"
"2025-01-28","OT SETTLED","W1756690","Total THMs","","14.3","UG/L","OT FP Settled"
"2025-01-29","119 SYS","W1756775","pH","","8.2","PH","Lower Otay Recreation"
"2025-01-29","215 SYS","W1756713","Fluoride","","0.665","MG/L","Across from 5105 Soledad Rd."
"2025-01-30","251 SYS","W1756794","Fluoride","","0.671","MG/L","5840 Ravenswood Rd."
"2025-01-31","171 SYS","W1756885","Fluoride","","0.778","MG/L","6541 Broadway"
"2025-02-01","208A SYS","W1764864","Fluoride","","0.783","MG/L","Across from 6236 Wenrich"
"2025-02-02","50A SYS","W1764869","Fluoride","","0.795","MG/L","2693 Melbourne Dr."
"2025-02-03","304 SYS","W1760586","Fluoride","","0.672","MG/L","14462 Garden Trail"
"2025-02-04","229 SYS","W1760723","Fluoride","","0.682","MG/L","Carmel Park Dr/Del Mar Glen @ Public School"
"2025-02-04","284 SYS","W1760817","Chlorate","","125.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-02-04","284 SYS","W1760817","Chlorite","","319.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-02-04","OT COMB FILTER","W1760905","pH","","7.74","PH","OT FP Filter Combined Filter Effluent"
"2025-02-04","OT COMB FILTER","W1760905","Total THMs","","13.6","UG/L","OT FP Filter Combined Filter Effluent"
"2025-02-04","OT FILTER 1-8","W1760903","pH","","7.77","PH","OT FP Filters 1-8"
"2025-02-04","OT FILTER 1-8","W1760903","Total THMs","","13.3","UG/L","OT FP Filters 1-8"
"2025-02-04","OT FILTER 9-16","W1760904","pH","","7.78","PH","OT FP Filters  9-16"
"2025-02-04","OT FILTER 9-16","W1760904","Total THMs","","13.6","UG/L","OT FP Filters  9-16"
"2025-02-04","OT SETTLED","W1760902","pH","","7.57","PH","OT FP Settled"
"2025-02-04","OT SETTLED","W1760902","Total THMs","","15.6","UG/L","OT FP Settled"
"2025-02-05","119 SYS","W1760992","pH","","8.48","PH","Lower Otay Recreation"
"2025-02-05","206 SYS","W1760953","Fluoride","","0.86","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2025-02-06","277A SYS","W1760996","Fluoride","","0.703","MG/L"," 12241 Camino Del Sur"
"2025-02-06","300 SYS","W1761031","Chlorate","","117.0","UG/L","5368 Topsail Drive"
"2025-02-06","300 SYS","W1761031","Chlorite","","309.0","UG/L","5368 Topsail Drive"
"2025-02-07","205 SYS","W1761110","Fluoride","","0.694","MG/L","close to 1856 Manzana Way; Sample Stanchion"
"2025-02-08","155 SYS","W1764924","Fluoride","","0.855","MG/L","Adams & Marlborough"
"2025-02-09","242 SYS","W1764929","Fluoride","","0.853","MG/L","7260 Barker Way"
"2025-02-10","249A SYS","W1770075","Fluoride","","0.753","MG/L","6429 Glidden St.; Sample Stanchion"
"2025-02-11","131 SYS","W1770292","Fluoride","","0.681","MG/L","E Park Ave/San Ysidro Blvd;Sample Stanchion"
"2025-02-12","119 SYS","W1770499","pH","","8.4","PH","Lower Otay Recreation"
"2025-02-12","49A SYS","W1770437","Fluoride","","0.677","MG/L","John J. Hopkins Dr. & General Atomic"
"2025-02-13","184 SYS","W1770521","Fluoride","","0.687","MG/L","12170 Springhurst Dr."
"2025-02-13","OT COMB FILTER","W1770416","pH","","8.26","PH","OT FP Filter Combined Filter Effluent"
"2025-02-13","OT COMB FILTER","W1770416","Total THMs","","17.2","UG/L","OT FP Filter Combined Filter Effluent"
"2025-02-13","OT FILTER 1-8","W1770414","pH","","8.26","PH","OT FP Filters 1-8"
"2025-02-13","OT FILTER 1-8","W1770414","Total THMs","","17.2","UG/L","OT FP Filters 1-8"
"2025-02-13","OT FILTER 9-16","W1770415","pH","","8.31","PH","OT FP Filters  9-16"
"2025-02-13","OT FILTER 9-16","W1770415","Total THMs","","18.4","UG/L","OT FP Filters  9-16"
"2025-02-13","OT SETTLED","W1770413","pH","","8.12","PH","OT FP Settled"
"2025-02-13","OT SETTLED","W1770413","Total THMs","","20.0","UG/L","OT FP Settled"
"2025-02-14","259 SYS","W1770618","Fluoride","","0.845","MG/L","3945 Alameda Dr; Sample Box"
"2025-02-15","281 SYS","W1764939","Fluoride","","0.802","MG/L","6831 Monte Verde Dr"
"2025-02-16","150 SYS","W1764944","Fluoride","","0.746","MG/L","Acorn St & 62nd St @ Fire Station"
"2025-02-17","78A SYS","W1764950","Fluoride","","0.791","MG/L","6200 Calle Mariselda"
"2025-02-18","138A SYS","W1773825","Fluoride","","0.773","MG/L","4202 N. Harbor Drive; Sample Stanchion"
"2025-02-18","284 SYS","W1773824","Chlorate","","125.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-02-18","284 SYS","W1773824","Chlorite","","113.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-02-18","OT COMB FILTER","W1774009","pH","","8.18","PH","OT FP Filter Combined Filter Effluent"
"2025-02-18","OT COMB FILTER","W1774009","Total THMs","","23.0","UG/L","OT FP Filter Combined Filter Effluent"
"2025-02-18","OT FILTER 1-8","W1774007","pH","","8.18","PH","OT FP Filters 1-8"
"2025-02-18","OT FILTER 1-8","W1774007","Total THMs","","22.6","UG/L","OT FP Filters 1-8"
"2025-02-18","OT FILTER 9-16","W1774008","pH","","8.34","PH","OT FP Filters  9-16"
"2025-02-18","OT FILTER 9-16","W1774008","Total THMs","","23.0","UG/L","OT FP Filters  9-16"
"2025-02-18","OT SETTLED","W1774006","pH","","8.23","PH","OT FP Settled"
"2025-02-18","OT SETTLED","W1774006","Total THMs","","25.1","UG/L","OT FP Settled"
"2025-02-19","119 SYS","W1774102","pH","","8.465","PH","Lower Otay Recreation"
"2025-02-19","218 SYS","W1774029","Fluoride","","0.696","MG/L","2110 Via Casa Alta @ Fire Station"
"2025-02-20","204A SYS","W1774278","Chlorate","","139.0","UG/L","2787 Alta View Drive"
"2025-02-20","204A SYS","W1774278","Chlorite","","141.0","UG/L","2787 Alta View Drive"
"2025-02-20","284 SYS","W1774261","Fluoride","","0.67","MG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-02-20","300 SYS","W1774260","Chlorate","","132.0","UG/L","5368 Topsail Drive"
"2025-02-20","300 SYS","W1774260","Chlorite","","150.0","UG/L","5368 Topsail Drive"
"2025-02-21","173 SYS","W1774356","Fluoride","","0.641","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
"2025-02-22","55A SYS","W1764959","Fluoride","","0.661","MG/L","5183 Arvinels Ave."
"2025-02-23","174 SYS","W1764964","Fluoride","","0.566","MG/L","3250 Camino Del Rio North; Sample Stanchion"
"2025-02-24","313 SYS","W1774635","Fluoride","","0.695","MG/L","11602 Calle Paracho"
"2025-02-25","67 SYS","W1774768","Fluoride","","0.668","MG/L","Pomerado Rd & Grandee Pl"
"2025-02-25","OT COMB FILTER","W1774926","pH","","7.87","PH","OT FP Filter Combined Filter Effluent"
"2025-02-25","OT COMB FILTER","W1774926","Total THMs","","16.4","UG/L","OT FP Filter Combined Filter Effluent"
"2025-02-25","OT FILTER 1-8","W1774924","pH","","7.55","PH","OT FP Filters 1-8"
"2025-02-25","OT FILTER 1-8","W1774924","Total THMs","","15.8","UG/L","OT FP Filters 1-8"
"2025-02-25","OT FILTER 9-16","W1774925","pH","","7.6","PH","OT FP Filters  9-16"
"2025-02-25","OT FILTER 9-16","W1774925","Total THMs","","16.7","UG/L","OT FP Filters  9-16"
"2025-02-25","OT SETTLED","W1774923","pH","","7.67","PH","OT FP Settled"
"2025-02-25","OT SETTLED","W1774923","Total THMs","","17.6","UG/L","OT FP Settled"
"2025-02-26","119 SYS","W1775116","pH","","8.12","PH","Lower Otay Recreation"
"2025-02-26","215 SYS","W1774946","Fluoride","","0.694","MG/L","Across from 5105 Soledad Rd."
"2025-02-27","251 SYS","W1775135","Fluoride","","0.693","MG/L","5840 Ravenswood Rd."
"2025-02-28","171 SYS","W1775226","Fluoride","","0.805","MG/L","6541 Broadway"
"2025-03-01","208A SYS","W1779358","Fluoride","","0.802","MG/L","Across from 6236 Wenrich"
"2025-03-02","50A SYS","W1779362","Fluoride","","0.802","MG/L","2693 Melbourne Dr."
"2025-03-03","304 SYS","W1779580","Fluoride","","0.697","MG/L","14462 Garden Trail"
"2025-03-04","229 SYS","W1779717","Fluoride","","0.685","MG/L","Carmel Park Dr/Del Mar Glen @ Public School"
"2025-03-04","284 SYS","W1779771","Chlorate","","161.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-03-04","284 SYS","W1779771","Chlorite","","449.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-03-04","OT SETTLED","W1779859","pH","","7.69","PH","OT FP Settled"
"2025-03-04","OT SETTLED","W1779859","Total THMs","","3.9","UG/L","OT FP Settled"
"2025-03-05","119 SYS","W1779949","pH","","8.13","PH","Lower Otay Recreation"
"2025-03-05","206 SYS","W1779910","Fluoride","","0.906","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2025-03-05","OT COMB FILTER","W1779862","pH","","7.94","PH","OT FP Filter Combined Filter Effluent"
"2025-03-05","OT COMB FILTER","W1779862","Total THMs","","7.3","UG/L","OT FP Filter Combined Filter Effluent"
"2025-03-05","OT FILTER 1-8","W1779860","pH","","7.73","PH","OT FP Filters 1-8"
"2025-03-05","OT FILTER 1-8","W1779860","Total THMs","","7.51","UG/L","OT FP Filters 1-8"
"2025-03-05","OT FILTER 9-16","W1779861","pH","","7.68","PH","OT FP Filters  9-16"
"2025-03-05","OT FILTER 9-16","W1779861","Total THMs","","7.09","UG/L","OT FP Filters  9-16"
"2025-03-06","277A SYS","W1779953","Fluoride","","0.677","MG/L"," 12241 Camino Del Sur"
"2025-03-06","300 SYS","W1779988","Chlorate","","154.0","UG/L","5368 Topsail Drive"
"2025-03-06","300 SYS","W1779988","Chlorite","","372.0","UG/L","5368 Topsail Drive"
"2025-03-07","205 SYS","W1780067","Fluoride","","0.676","MG/L","close to 1856 Manzana Way; Sample Stanchion"
"2025-03-08","155 SYS","W1779372","Fluoride","","0.753","MG/L","Adams & Marlborough"
"2025-03-09","242 SYS","W1779377","Fluoride","","0.795","MG/L","7260 Barker Way"
"2025-03-10","249A SYS","W1782039","Fluoride","","0.716","MG/L","6429 Glidden St.; Sample Stanchion"
"2025-03-11","131 SYS","W1782414","Fluoride","","0.7","MG/L","E Park Ave/San Ysidro Blvd;Sample Stanchion"
"2025-03-12","119 SYS","W1782562","pH","","8.14","PH","Lower Otay Recreation"
"2025-03-12","49A SYS","W1782499","Fluoride","","0.695","MG/L","John J. Hopkins Dr. & General Atomic"
"2025-03-12","OT COMB FILTER","W1782295","pH","","7.81","PH","OT FP Filter Combined Filter Effluent"
"2025-03-12","OT COMB FILTER","W1782295","Total THMs","","2.47","UG/L","OT FP Filter Combined Filter Effluent"
"2025-03-12","OT FILTER 1-8","W1782293","pH","","7.85","PH","OT FP Filters 1-8"
"2025-03-12","OT FILTER 1-8","W1782293","Total THMs","","1.7","UG/L","OT FP Filters 1-8"
"2025-03-12","OT FILTER 9-16","W1782294","pH","","7.87","PH","OT FP Filters  9-16"
"2025-03-12","OT FILTER 9-16","W1782294","Total THMs","","2.8","UG/L","OT FP Filters  9-16"
"2025-03-12","OT SETTLED","W1782292","pH","","7.72","PH","OT FP Settled"
"2025-03-12","OT SETTLED","W1782292","Total THMs","","3.19","UG/L","OT FP Settled"
"2025-03-13","184 SYS","W1782566","Fluoride","","0.682","MG/L","12170 Springhurst Dr."
"2025-03-14","78A SYS","W1782657","Fluoride","","0.736","MG/L","6200 Calle Mariselda"
"2025-03-15","281 SYS","W1779387","Fluoride","","0.743","MG/L","6831 Monte Verde Dr"
"2025-03-16","150 SYS","W1779392","Fluoride","","0.744","MG/L","Acorn St & 62nd St @ Fire Station"
"2025-03-17","304 SYS","W1783579","Fluoride","","0.635","MG/L","14462 Garden Trail"
"2025-03-18","138A SYS","W1783912","Fluoride","","0.744","MG/L","4202 N. Harbor Drive; Sample Stanchion"
"2025-03-18","284 SYS","W1783911","Chlorate","","153.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-03-18","284 SYS","W1783911","Chlorite","","304.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-03-18","OT COMB FILTER","W1784640","pH","","7.76","PH","OT FP Filter Combined Filter Effluent"
"2025-03-18","OT COMB FILTER","W1784640","Total THMs","","1.81","UG/L","OT FP Filter Combined Filter Effluent"
"2025-03-18","OT FILTER 1-8","W1784638","pH","","7.8","PH","OT FP Filters 1-8"
"2025-03-18","OT FILTER 1-8","W1784638","Total THMs","","0.824","UG/L","OT FP Filters 1-8"
"2025-03-18","OT FILTER 9-16","W1784639","pH","","7.76","PH","OT FP Filters  9-16"
"2025-03-18","OT FILTER 9-16","W1784639","Total THMs","","2.8","UG/L","OT FP Filters  9-16"
"2025-03-18","OT SETTLED","W1784637","pH","","7.55","PH","OT FP Settled"
"2025-03-18","OT SETTLED","W1784637","Total THMs","","3.31","UG/L","OT FP Settled"
"2025-03-19","119 SYS","W1784786","pH","","8.1","PH","Lower Otay Recreation"
"2025-03-19","204A SYS","W1784762","Chlorate","","150.0","UG/L","2787 Alta View Drive"
"2025-03-19","204A SYS","W1784762","Chlorite","","266.0","UG/L","2787 Alta View Drive"
"2025-03-19","218 SYS","W1784720","Fluoride","","0.666","MG/L","2110 Via Casa Alta @ Fire Station"
"2025-03-19","300 SYS","W1784745","Chlorate","","154.0","UG/L","5368 Topsail Drive"
"2025-03-19","300 SYS","W1784745","Chlorite","","287.0","UG/L","5368 Topsail Drive"
"2025-03-20","284 SYS","W1784853","Fluoride","","0.676","MG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-03-21","173 SYS","W1784880","Fluoride","","0.68","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
"2025-03-22","55A SYS","W1779402","Fluoride","","0.669","MG/L","5183 Arvinels Ave."
"2025-03-23","174 SYS","W1779407","Fluoride","","0.747","MG/L","3250 Camino Del Rio North; Sample Stanchion"
"2025-03-24","313 SYS","W1786141","Fluoride","","0.671","MG/L","11602 Calle Paracho"
"2025-03-25","67 SYS","W1786320","Fluoride","","0.689","MG/L","Pomerado Rd & Grandee Pl"
"2025-03-25","OT COMB FILTER","W1786483","pH","","7.89","PH","OT FP Filter Combined Filter Effluent"
"2025-03-25","OT COMB FILTER","W1786483","Total THMs","ND","","UG/L","OT FP Filter Combined Filter Effluent"
"2025-03-25","OT FILTER 1-8","W1786481","pH","","7.84","PH","OT FP Filters 1-8"
"2025-03-25","OT FILTER 1-8","W1786481","Total THMs","ND","","UG/L","OT FP Filters 1-8"
"2025-03-25","OT FILTER 9-16","W1786482","pH","","7.79","PH","OT FP Filters  9-16"
"2025-03-25","OT FILTER 9-16","W1786482","Total THMs","ND","","UG/L","OT FP Filters  9-16"
"2025-03-25","OT SETTLED","W1786480","pH","","7.76","PH","OT FP Settled"
"2025-03-25","OT SETTLED","W1786480","Total THMs","ND","","UG/L","OT FP Settled"
"2025-03-26","119 SYS","W1786650","pH","","8.08","PH","Lower Otay Recreation"
"2025-03-26","215 SYS","W1786541","Fluoride","","0.686","MG/L","Across from 5105 Soledad Rd."
"2025-03-27","251 SYS","W1786669","Fluoride","","0.692","MG/L","5840 Ravenswood Rd."
"2025-03-28","171 SYS","W1786744","Fluoride","","0.775","MG/L","6541 Broadway"
"2025-03-29","208A SYS","W1779417","Fluoride","","0.753","MG/L","Across from 6236 Wenrich"
"2025-03-30","50A SYS","W1779422","Fluoride","","0.679","MG/L","2693 Melbourne Dr."
"2025-03-31","259 SYS","W1779428","Fluoride","","0.743","MG/L","3945 Alameda Dr; Sample Box"
"2025-04-01","229 SYS","W1788197","Fluoride","","0.707","MG/L","Carmel Park Dr/Del Mar Glen @ Public School"
"2025-04-01","284 SYS","W1788251","Chlorate","","188.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-04-01","284 SYS","W1788251","Chlorite","","295.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-04-01","OT COMB FILTER","W1788389","pH","","7.92","PH","OT FP Filter Combined Filter Effluent"
"2025-04-01","OT COMB FILTER","W1788389","Total THMs","ND","","UG/L","OT FP Filter Combined Filter Effluent"
"2025-04-01","OT FILTER 1-8","W1788387","pH","","7.68","PH","OT FP Filters 1-8"
"2025-04-01","OT FILTER 1-8","W1788387","Total THMs","ND","","UG/L","OT FP Filters 1-8"
"2025-04-01","OT FILTER 9-16","W1788388","pH","","7.76","PH","OT FP Filters  9-16"
"2025-04-01","OT FILTER 9-16","W1788388","Total THMs","ND","","UG/L","OT FP Filters  9-16"
"2025-04-01","OT SETTLED","W1788386","pH","","7.85","PH","OT FP Settled"
"2025-04-01","OT SETTLED","W1788386","Total THMs","ND","","UG/L","OT FP Settled"
"2025-04-02","119 SYS","W1788533","pH","","8.225","PH","Lower Otay Recreation"
"2025-04-02","206 SYS","W1788538","Fluoride","","0.744","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2025-04-03","277A SYS","W1788564","Fluoride","","0.672","MG/L"," 12241 Camino Del Sur"
"2025-04-03","300 SYS","W1788599","Chlorate","","198.0","UG/L","5368 Topsail Drive"
"2025-04-03","300 SYS","W1788599","Chlorite","","307.0","UG/L","5368 Topsail Drive"
"2025-04-04","205 SYS","W1788678","Fluoride","","0.66","MG/L","close to 1856 Manzana Way; Sample Stanchion"
"2025-04-05","155 SYS","W1787504","Fluoride","","0.749","MG/L","Adams & Marlborough"
"2025-04-06","242 SYS","W1787509","Fluoride","","0.739","MG/L","7260 Barker Way"
"2025-04-07","249A SYS","W1789670","Fluoride","","0.719","MG/L","6429 Glidden St.; Sample Stanchion"
"2025-04-08","131 SYS","W1790010","Fluoride","","0.644","MG/L","E Park Ave/San Ysidro Blvd;Sample Stanchion"
"2025-04-08","OT COMB FILTER","W1790134","pH","","7.74","PH","OT FP Filter Combined Filter Effluent"
"2025-04-08","OT COMB FILTER","W1790134","Total THMs","ND","","UG/L","OT FP Filter Combined Filter Effluent"
"2025-04-08","OT FILTER 1-8","W1790132","pH","","7.68","PH","OT FP Filters 1-8"
"2025-04-08","OT FILTER 1-8","W1790132","Total THMs","ND","","UG/L","OT FP Filters 1-8"
"2025-04-08","OT FILTER 9-16","W1790133","pH","","7.65","PH","OT FP Filters  9-16"
"2025-04-08","OT FILTER 9-16","W1790133","Total THMs","ND","","UG/L","OT FP Filters  9-16"
"2025-04-08","OT SETTLED","W1790131","pH","","7.49","PH","OT FP Settled"
"2025-04-08","OT SETTLED","W1790131","Total THMs","ND","","UG/L","OT FP Settled"
"2025-04-09","119 SYS","W1790219","pH","","8.06","PH","Lower Otay Recreation"
"2025-04-09","49A SYS","W1790156","Bromide","ND","","MG/L","John J. Hopkins Dr. & General Atomic"
"2025-04-09","49A SYS","W1790156","Fluoride","","0.643","MG/L","John J. Hopkins Dr. & General Atomic"
"2025-04-10","184 SYS","W1790334","Fluoride","","0.669","MG/L","12170 Springhurst Dr."
"2025-04-11","78A SYS","W1790416","Fluoride","","0.748","MG/L","6200 Calle Mariselda"
"2025-04-12","281 SYS","W1787519","Fluoride","","0.778","MG/L","6831 Monte Verde Dr"
"2025-04-13","150 SYS","W1787524","Fluoride","","0.768","MG/L","Acorn St & 62nd St @ Fire Station"
"2025-04-14","259 SYS","W1792819","Fluoride","","0.786","MG/L","3945 Alameda Dr; Sample Box"
"2025-04-15","138A SYS","W1792988","Fluoride","","0.781","MG/L","4202 N. Harbor Drive; Sample Stanchion"
"2025-04-15","284 SYS","W1792987","Chlorate","","220.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-04-15","284 SYS","W1792987","Chlorite","","243.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-04-15","OT COMB FILTER","W1793083","pH","","7.99","PH","OT FP Filter Combined Filter Effluent"
"2025-04-15","OT COMB FILTER","W1793083","Total THMs","ND","","UG/L","OT FP Filter Combined Filter Effluent"
"2025-04-15","OT FILTER 1-8","W1793081","pH","","8.12","PH","OT FP Filters 1-8"
"2025-04-15","OT FILTER 1-8","W1793081","Total THMs","ND","","UG/L","OT FP Filters 1-8"
"2025-04-15","OT FILTER 9-16","W1793082","pH","","8.18","PH","OT FP Filters  9-16"
